Date,Time,Category,Qty,Price Point Name,SKU,Gross Sales,Discounts,Customer ID,Cost,Margin,Gender,Age,State
12/22/17,18:18:48,Handmade - Artwork,1,,277,$25.00 ,($3.75),F7NC8938XN6KMQ5DYPPW9TVW8W,9.98,60%,Female,56-64,NC
12/2/17,16:48:57,Handmade - Artwork,1,,277,$25.00 ,$0.00 ,JSVW15DZES7Y0PSTX126WJMQA0,9.98,60%,Female,56-64,SC
12/1/17,20:26:14,Handmade - Artwork,1,,496,$25.00 ,($2.50),G8SWKY5MB11NYJD4PF7MNCN28W,9.98,60%,Male,56-64,NC
11/25/17,11:13:23,Handmade - Artwork,1,,4,$25.00 ,($5.00),67BMQXYTP56BGGE3Z86AFHDJ7C,9.98,60%,Female,56-64,TN
11/24/17,11:50:06,Handmade - Artwork,1,,496,$25.00 ,($5.00),N3MF3CMSMD1HTNDSRGEX5VVMAR,9.98,60%,Female,64+,VA
11/17/17,18:27:18,Handmade - Artwork,1,,277,$25.00 ,($3.75),PXPQ15DRGN7NWGXX8R7DFQQ9X0,9.98,60%,Male,56-64,NC
11/16/17,17:01:56,Handmade - Artwork,1,,277,$25.00 ,$0.00 ,N51QB95J5N4N8Y4WTTT9X3N010,9.98,60%,Female,64+,VA
11/11/17,17:19:14,Handmade - Artwork,1,,275,$25.00 ,$0.00 ,HR8E27RFJ50NCVPDRRZB2E3K9M,9.98,60%,Female,56-64,NC
11/11/17,17:19:14,Handmade - Artwork,1,,4,$25.00 ,$0.00 ,XMSACP7R2D0RTN105F16X0HM8C,9.98,60%,Female,56-64,SC
11/10/17,13:04:45,Vintage Clothing,1,,239,$25.00 ,$0.00 ,4BDMMG3VZH26GZKK6T7EWTGZEC,9.98,60%,Female,56-64,SC
11/8/17,13:45:58,Handmade - Artwork,1,,500,$25.00 ,$0.00 ,6RS8TKVVE10VMYD4AB7H58YP4W,9.98,60%,Female,64+,SC
10/31/17,16:19:41,Vintage Clothing,1,,211,$25.00 ,$0.00 ,BSZE5FTH494R8ZQTBN4JM0DQY8,9.98,60%,Male,56-64,NC
10/28/17,12:56:50,Handmade - Artwork,1,,277,$25.00 ,$0.00 ,53W804Q9JN05TNTMS6A27M2SGR,9.98,60%,Female,56-64,SC
10/27/17,16:53:53,Handmade - Artwork,1,,277,$25.00 ,$0.00 ,PB8N9DB88N452H2W6VK0P31XC0,9.98,60%,Male,64+,SC
4/11/18,12:57:46,Handmade - Jewelry,1,Regular,848,$24.99 ,$0.00 ,B9MSR1JJEH3HYNYBDDDNVVQSBW,9.98,60%,Male,56-64,NC
4/11/18,12:57:46,Handmade - Jewelry,1,,398,$24.99 ,$0.00 ,6NK1N4B4914NPVFPD4RD13MEW8,9.98,60%,Male,64+,SC
12/9/17,15:12:10,Handmade - Jewelry,1,,398,$24.99 ,$0.00 ,DJKZFM47M14M4ZTG3BDGFJT52W,9.98,60%,Female,56-64,SC
11/18/17,12:21:37,Handmade - Jewelry,1,,398,$24.99 ,$0.00 ,W3KTREY1JD2J8TNK9KANB56SP8,9.98,60%,Female,64+,SC
10/11/18,14:39:50,Handmade - Apothecary,1,Regular,1156,$24.00 ,$0.00 ,7S2QXG782S71MKQGCWZ19CZSF8,9.98,58%,Female,56-64,NC
9/21/18,19:11:43,Vintage Clothing,1,Regular,969,$24.00 ,($7.68),57P3Y92G0S380PJ6NBQS14ZHAR,9.98,58%,Female,56-64,NC
9/8/18,14:34:10,Handmade - Jewelry,2,gold/rose gold,418,$24.00 ,($2.40),X9ZC3CQWA56JTHRYPWGX7NT55C,9.98,58%,Female,56-64,NC
8/25/18,15:04:13,Vintage Accessories,1,,1232,$24.00 ,($4.80),V5QRRJZF5N02JX7GWNWTT0NKYC,9.98,58%,Male,56-64,NC
8/18/18,12:42:08,Antiques,1,Regular,1508,$24.00 ,($3.60),GJWYZCTCAS0W1ENM7PX395XT5C,9.98,58%,Male,56-64,NC
8/17/18,13:33:44,Vintage Clothing,1,,1433,$24.00 ,$0.00 ,GB8929GY990NTQ5SXSQ01ZJNKC,9.98,58%,Male,64+,SC
7/13/18,18:42:08,Vintage Clothing,1,,1388,$24.00 ,$0.00 ,0B2VZ89559560GZT3W0RF4TGH0,9.98,58%,Male,56-64,NC
7/11/18,17:17:32,Handmade - Jewelry,1,"short, gold/rose gold",406,$24.00 ,$0.00 ,MQN3HPJB350G0JKHNN7HHY7JAM,9.98,58%,Female,64+,NC
6/15/18,15:42:41,Handmade - Artwork,1,Regular,861,$24.00 ,($3.60),N3X69FR1JS7XYNMP0G5JE2NPSW,9.98,58%,Male,56-64,NC
5/9/18,17:20:32,Vintage Clothing,1,Regular,1168,$24.00 ,($3.60),7E4DS59JT540AX0N86G0CG56B0,9.98,58%,Female,64+,NC
4/6/18,19:48:11,Handmade - Stationery,2,,859,$24.00 ,($2.40),4RM5JTGRJD2CRJ8WBR1P7B4V7G,9.98,58%,Male,56-64,GA
3/24/18,12:13:00,Handmade - Pottery,1,,162,$24.00 ,($4.80),YNC50CD41N3WYGZBB2Y38243XC,9.98,58%,Female,56-64,NC
2/24/18,16:31:52,Handmade - Artwork,1,Regular,861,$24.00 ,$0.00 ,18KRWFE6XN5QPXA6AQK7Q35FS0,9.98,58%,Male,64+,NC
2/17/18,16:53:08,Vintage Clothing,1,Regular,478,$24.00 ,($3.60),B90AM3Y0C9536G3BXVRJW9ZC7M,9.98,58%,Male,56-64,NC
2/9/18,16:47:08,Handmade - Artwork,1,Regular,861,$24.00 ,$0.00 ,5ZC7DWASZX6VTYMJ322SVJREW8,9.98,58%,Female,56-64,NC
1/31/18,14:46:51,Vintage Clothing,1,Regular,873,$24.00 ,($3.60),6X1CSY12NH6RX48HVM990HDZZMWK4CHJ6RV38CG,9.98,58%,Female,56-64,NC
1/30/18,17:22:39,Vintage Clothing,1,,350,$24.00 ,$0.00 ,P7HWTFCD9X0K2ZSG2NSVMEM7HR,9.98,58%,Female,64+,NC
1/27/18,13:35:31,Handmade - Artwork,1,Regular,861,$24.00 ,($3.60),JWB3D5C7TH67JZ5GHWNMG8GJGR,9.98,58%,Female,64+,NC
1/24/18,15:35:19,Vintage Clothing,1,,671,$24.00 ,$0.00 ,B1RJK31WKD7KARZSAZ7QVZ3WTM,9.98,58%,Male,56-64,FL
1/24/18,15:35:19,Vintage Clothing,1,,220,$24.00 ,$0.00 ,PMDAYBAJKS16GNJN6XH87DCY80,9.98,58%,Male,56-64,NC
1/12/18,12:54:47,Antiques,1,,453,$24.00 ,$0.00 ,HZ21JAF47D20EJNNZB65ZWAJZG,9.98,58%,Male,64+,NC
1/10/18,12:01:14,Vintage Accessories,1,,292,$24.00 ,$0.00 ,0DVQ9WJP797YCTD8RKB3W1A4V0,9.98,58%,Female,56-64,FL
12/26/17,13:28:15,Handmade - Home,1,,442,$24.00 ,$0.00 ,GMH75GQZ6S50RRP8H1TJ8XGGZW,9.98,58%,Female,56-64,NC
12/21/17,16:24:12,Handmade - Pottery,1,,162,$24.00 ,($3.60),7B74FVZQYX4W4PN0ZQ5JGE044W,9.98,58%,Female,56-64,NC
12/16/17,14:18:39,Handmade - Home,1,,441,$24.00 ,$0.00 ,TPK8A9PY1X78RQTAAPHJBD7MBW,9.98,58%,Female,56-64,GA
12/2/17,16:53:16,Vintage Clothing,1,Regular,520,$24.00 ,($3.60),WPPQ4AT2HX6TGSZFHAV7YBD4FG,9.98,58%,Female,56-64,GA
12/1/17,20:27:39,Antiques,2,Regular,484,$24.00 ,($2.40),GZJFF8A4X5698SPGTYG3H0DSXW,9.98,58%,Male,56-64,VA
12/1/17,19:57:27,Antiques,8,,658,$24.00 ,($2.40),V9BWKKZYA571GQA825VMVS8BWW,9.98,58%,Female,56-64,NC
12/1/17,18:21:37,Handmade - Pottery,1,,162,$24.00 ,($2.40),3X6270EHG11QRW1Y9NDGMSD3S0,9.98,58%,Male,56-64,GA
10/17/17,16:06:30,Handmade - Pottery,1,,162,$24.00 ,$0.00 ,XPW1H7FEGS45YTX5XN5KTA1RRM,9.98,58%,Female,56-64,VA
10/13/17,15:38:49,Antiques,1,Regular,402,$24.00 ,$0.00 ,1XPWKE2FSD17EY6D67ST1EP9GM,9.98,58%,Female,64+,NC
10/12/17,20:23:40,Vintage Clothing,1,,307,$24.00 ,$0.00 ,N82R2SW68X22EWW4ABWR5RN7K0,9.98,58%,Female,56-64,GA
5/18/18,13:15:21,Handmade - Textiles,1,,499,$23.99 ,$0.00 ,27M7EQTNJX0BEPDBY25D888H24,9.98,58%,Female,56-64,GA
4/11/18,17:28:06,Handmade - Textiles,1,,499,$23.99 ,($3.60),ED9FTJJ8EN7WRQFNJ7EKSZV84W,9.98,58%,Female,64+,FL
4/7/18,13:11:42,Handmade - Pottery,1,,161,$23.99 ,$0.00 ,5XVHBN524H7EEJE8WGRC6XK670,9.98,58%,Female,56-64,VA
10/6/18,14:16:39,Handmade - Jewelry,1,Regular,1500,$23.00 ,$0.00 ,P6RQ5GHM657MGM73M6BD403MBG,9.98,57%,Female,64+,GA
10/5/18,19:32:00,Handmade - Jewelry,1,Regular,1710,$23.00 ,($2.30),8VXFATT9EX2RMX5DS9V3GVAEVR,9.98,57%,Male,56-64,SC
10/2/18,12:23:17,Handmade - Jewelry,1,Regular,1710,$23.00 ,($3.45),0A5C87YEQX0EAKEMT75Y7PMZPC,9.98,57%,Female,56-64,NC
9/29/18,18:27:19,Handmade - Jewelry,1,Regular,1710,$23.00 ,$0.00 ,8SJPX4ERAD4RWHP4D9BPPVJXF4,9.98,57%,Male,56-64,VA
9/29/18,14:16:53,Handmade - Jewelry,1,Regular,1710,$23.00 ,$0.00 ,CD7NEC7XBH3FPWZZ98DRP34HF0,9.98,57%,Female,64+,VA
9/28/18,13:18:55,Handmade - Jewelry,1,Regular,1710,$23.00 ,$0.00 ,TRME0ADYJ5534M4NQ2MJMGRVPC,9.98,57%,Female,64+,GA
9/28/18,13:17:37,Handmade - Jewelry,1,Regular,1710,$23.00 ,$0.00 ,YADBEMFQ9N0PPMGGW6S7HT5F6C,9.98,57%,Male,56-64,TN
9/27/18,16:10:48,Handmade - Jewelry,1,Regular,1710,$23.00 ,$0.00 ,YXNRK3R85N5Q6Q4R83NP260940,9.98,57%,Female,56-64,NC
8/18/18,14:42:59,Antiques,1,Regular,1523,$23.00 ,($2.30),7HWRMMWYW975PKSQCQ0GKEM1BR,9.98,57%,Female,64+,VA
8/14/18,13:03:02,Vintage Clothing,1,,1372,$23.00 ,($3.45),3VMEMJZKC92PYYD781DTN2FJ9W,9.98,57%,Female,56-64,TN
8/11/18,14:35:56,Furniture,1,Regular,1510,$23.00 ,($3.45),V5TDFJZYBD2P0Q3KSZDNHDT7BW,9.98,57%,Female,64+,SC
7/31/18,13:25:40,Vintage Clothing,1,Regular,988,$23.00 ,$0.00 ,CCV503EM3D4AAPF0HEYNKP20Y0,9.98,57%,Male,64+,TN
7/27/18,16:41:33,Vintage Clothing,1,,1434,$23.00 ,$0.00 ,AK3D2GXGND6HRWVCVC3J9REYGG,9.98,57%,Male,56-64,NC
7/21/18,19:03:09,None,1,Regular,1172,$23.00 ,$0.00 ,JQN8N9D37D134JK4X4QD13THMC,9.98,57%,Male,56-64,SC
7/11/18,14:56:45,Antiques,1,Regular,1350,$23.00 ,$0.00 ,ARGDDWHMWX750VR8KNY4F6M82C,9.98,57%,Male,64+,SC
7/7/18,14:15:32,Vintage Clothing,1,Regular,479,$23.00 ,$0.00 ,MN22SVY6ZS62WKMFTFZZXT9P1R,9.98,57%,Female,64+,NC
6/15/18,17:52:51,Handmade - Artwork,1,,853,$23.00 ,($3.45),5HA87V6R3N4BJSHDVV1DNCK5J8,9.98,57%,Male,64+,SC
3/31/18,17:30:03,Antiques,1,,946,$23.00 ,$0.00 ,PC6A64W21X3XCH96S1VPHW4MDC,9.98,57%,Female,56-64,NC
2/3/18,15:50:30,Antiques,1,Regular,836,$23.00 ,($3.45),VK2CQ3EQWS5KJP1P9W4YCJMA5W,9.98,57%,Male,56-64,NC
9/13/18,14:04:13,Handmade - Home,1,Sleepy Moons,1033,$22.99 ,($4.60),C74FEY6E4H53YJ5HNGY4MTE17R,9.98,57%,Male,64+,NC
8/14/18,13:14:46,Handmade - Jewelry,1,,423,$22.99 ,$0.00 ,4MMFMQY2R92V4NQM7GBWM978Q4,9.98,57%,Female,64+,NC
4/28/18,15:25:25,Handmade - Pottery,1,,197,$22.99 ,$0.00 ,7FBPHAQF9D73EJGQR05J7DK04C,9.98,57%,Female,64+,NC
4/6/18,12:59:19,Handmade - Candles,1,"""Campfire""",862,$22.99 ,$0.00 ,BRYRA99X2S4ZTPTJFTYA0XTG98,9.98,57%,Male,56-64,NC
3/14/18,16:39:34,Handmade - Candles,1,"""Autumn""",367,$22.99 ,$0.00 ,D6Q7X7REVX27ETBKW9TC90VDXW,9.98,57%,Female,18-25,SC
2/2/18,19:32:00,Handmade - Candles,1,"""Autumn""",367,$22.99 ,($2.30),N55H0JCHJN428N7Z8T98XP32KR,9.98,57%,Female,56-64,NC
2/1/18,13:41:15,Handmade - Candles,1,"""Autumn""",367,$22.99 ,$0.00 ,Y38TDM5A1H0W4VX0N3X5AW9VJG,9.98,57%,Male,64+,NC
10/12/18,19:12:29,Vintage Clothing,1,Regular,1743,$22.00 ,$0.00 ,1M6XB51RX53SPM6RC63XEG1CGG,9.98,55%,Male,56-64,GA
10/6/18,13:02:03,Vintage Clothing,1,,1370,$22.00 ,($3.30),JJY0KHGKJS0KRKGA1B72KVKJG0,9.98,55%,Male,56-64,NC
9/22/18,13:39:11,Vintage Clothing,1,,595,$22.00 ,$0.00 ,7B94RT0BS5446R609EF4VK5WMM,9.98,55%,Male,64+,NC
9/8/18,15:36:27,None,1,,1107,$22.00 ,($4.40),C7KBMW3HDH0JJN5XGB4S3T0C9R,9.98,55%,Female,56-64,NC
8/25/18,13:50:01,Vintage Clothing,1,,341,$22.00 ,$0.00 ,GGRBWQVEF1176MWGBHCRNAJ6C0,9.98,55%,Male,56-64,NC
8/22/18,20:55:36,Handmade - Stationery,1,Seeing Eye,1030,$22.00 ,($2.20),SPKCNG3ZSN3H4GKAME7SYHQYZ4,9.98,55%,Female,64+,NC
8/11/18,17:30:48,Vintage Clothing,1,,1442,$22.00 ,($3.30),5YABFJS0XX4WRGNSBA2MR4X210,9.98,55%,Female,56-64,NC
8/4/18,18:02:10,Handmade - Jewelry,1,Regular,1012,$22.00 ,($3.30),7HT5TTF8XH3EYM8Q44Y2KHQVS4,9.98,55%,Female,56-64,NC
7/7/18,12:41:02,Handmade - Jewelry,1,Regular,1012,$22.00 ,$0.00 ,3KJ6H3YNZX7BJZ1DWFW634HBRR,9.98,55%,Female,56-64,GA
6/16/18,12:59:44,Handmade - Stationery,1,Flower Power,1031,$22.00 ,($3.30),8540H480P1308HZAGC050M12M8,9.98,55%,Female,56-64,NC
6/14/18,13:09:00,Handmade - Stationery,1,Seeing Eye,1030,$22.00 ,$0.00 ,9Q48REY9X1770TYPFSJQVQQ29M,9.98,55%,Female,64+,NC
6/8/18,12:14:22,Handmade - Stationery,1,Visions,1029,$22.00 ,$0.00 ,FSRSKMFC993WCQCNXZVM2YHS84,9.98,55%,Male,56-64,FL
6/2/18,14:28:08,Handmade - Stationery,1,Flower Power,1031,$22.00 ,$0.00 ,PHRT6JMQ197YES5YQP5RJQ0JBR,9.98,55%,Female,56-64,NC
5/26/18,18:34:33,Vintage Clothing,1,,245,$22.00 ,($4.40),A4F04F01G916TS9RN3CFC7F4A4,9.98,55%,Male,56-64,GA
5/26/18,16:53:34,Vintage Clothing,1,,1228,$22.00 ,($4.40),2CMRW4J0ZX376M2VAV8HTTEE18,9.98,55%,Male,56-64,FL
5/26/18,12:26:10,Handmade - Stationery,1,Visions,1029,$22.00 ,$0.00 ,XDJJAN2FFH2KJK0A6GBHW7NGB0,9.98,55%,Male,64+,NC
5/18/18,12:37:53,Handmade - Jewelry,1,Regular,1012,$22.00 ,$0.00 ,0RPEC48T9D676T2KSVF5MBPRXW,9.98,55%,Female,56-64,FL
5/10/18,19:50:55,Vintage Clothing,1,,711,$22.00 ,($2.20),2ZCDXDZS0S7JYSZJV126BK1R18,9.98,55%,Male,56-64,NC
5/5/18,18:46:52,Handmade - Jewelry,1,Regular,1012,$22.00 ,$0.00 ,2BEDGZJC7N4N4ZK3B9WEA91PF8,9.98,55%,Female,64+,NC
5/4/18,20:03:13,Handmade - Stationery,1,Seeing Eye,1030,$22.00 ,($2.20),7Q89DYAE6H29JPT8VKB0KFRJTW,9.98,55%,Female,56-64,FL
5/3/18,15:09:20,Handmade - Jewelry,1,Regular,1012,$22.00 ,$0.00 ,FP7FS6P0MD2PCNSYPCTXK4N6Y4,9.98,55%,Female,56-64,GA
4/17/18,15:16:24,Handmade - Textiles,1,Regular,1040,$22.00 ,$0.00 ,", ZGV3RWANQS42ANYC53XGM9DPNR",9.98,55%,Female,56-64,NC
4/17/18,15:12:37,Handmade - Textiles,1,Regular,1040,$22.00 ,$0.00 ,BZQGE0BM6H5PPKG7CTASZBNVAR,9.98,55%,Female,64+,NC
4/12/18,20:16:27,Handmade - Stationery,1,Flower Power,1031,$22.00 ,($2.20),A2C5TMA2Q96EAK9XG039JPDJD4,9.98,55%,Female,56-64,VA
4/12/18,12:59:51,Handmade - Textiles,1,Regular,1040,$22.00 ,$0.00 ,BBNHPHN4N5176G967GW111QDYG,9.98,55%,Female,64+,FL
4/12/18,12:57:43,Handmade - Textiles,1,Regular,1040,$22.00 ,$0.00 ,C8NVR159RD28EJ7DFQG44Z91MG,9.98,55%,Female,56-64,NC
4/11/18,14:11:35,Handmade - Stationery,1,Visions,1029,$22.00 ,($3.30),8A4HSC2CFN1KYMAHNKMQD7D57M,9.98,55%,Male,64+,NC
4/7/18,18:08:05,Apothecary,1,Regular,832,$22.00 ,$0.00 ,FM9801NFNN230SDGQDY9170ENM,9.98,55%,Male,56-64,VA
4/3/18,13:04:17,Handmade - Home,1,,438,$22.00 ,($4.40),F1ECVVJWMX5ZPPF0FT9RMTV22W,9.98,55%,Male,56-64,GA
3/31/18,14:14:26,Vintage Clothing,1,Regular,968,$22.00 ,$0.00 ,GE3Y2GS9W90SPS9QN3CG0E7QDR,9.98,55%,Male,64+,GA
3/28/18,16:53:08,Handmade - Jewelry,1,Regular,1012,$22.00 ,$0.00 ,0JBR31QSW92JGW5HSHH4EEPCF4,9.98,55%,Male,56-64,NC
3/15/18,16:39:38,Handmade - Jewelry,1,Regular,1012,$22.00 ,$0.00 ,GFWZQMTWVH4GWPBDP0Z8JFGC0R,9.98,55%,Male,64+,NC
1/27/18,15:05:01,Antiques,1,Regular,791,$22.00 ,$0.00 ,YRA83FFMM531MTPCB4QRNPWPTC,9.98,55%,Female,56-64,VA
1/25/18,16:17:04,Antiques,1,Regular,79,$22.00 ,($3.30),F5GT3JYWN521GY625QFN8HFPP8,9.98,55%,Female,64+,GA
12/27/17,16:27:21,Antiques,1,Regular,464,$22.00 ,($3.30),N7BDQ0F39D0T0MFWGTTYJQJQX0,9.98,55%,Male,64+,NC
12/27/17,14:13:54,Antiques,1,Regular,464,$22.00 ,$0.00 ,47VVHX45Z54XWVPXANAZ449CPC,9.98,55%,Male,56-64,SC
11/25/17,13:02:54,Vintage Clothing,1,,176,$22.00 ,($4.40),MHYF89389N76PM0Z7Y0NHKAM0R,9.98,55%,Male,56-64,FL
11/18/17,12:25:02,Antiques,1,,454,$22.00 ,$0.00 ,VY7QEEK0B1584MVD2X9EZCYT54,9.98,55%,Female,64+,FL
11/4/17,16:26:51,Vintage Clothing,1,,352,$22.00 ,$0.00 ,3RTYSH5HKN7KAH0VFFX7BBKP94,9.98,55%,Female,64+,FL
10/13/17,20:08:27,Vintage Clothing,1,,214,$22.00 ,$0.00 ,CP3VYYQMEN2KCJR3WV5AFN3M5C,9.98,55%,Female,56-64,SC
10/12/18,13:29:16,Vintage Accessories,1,Regular,1296,$21.99 ,($4.40),VGN0BKZJ2D26EYR799YYRG2GJR,9.98,55%,Female,64+,VA
8/3/18,20:35:50,Handmade - Apothecary,1,,524,$21.99 ,($2.20),FFSHBM8JT94NRRK1H1QEP107ER,9.98,55%,Male,56-64,GA
7/6/18,15:20:56,Handmade - Textiles,1,,493,$21.99 ,$0.00 ,ZB2E5P2AN92N6QEXKCBY30F8R4,9.98,55%,Female,56-64,SC
10/2/18,13:29:28,Handmade - Artwork,7,long strand,1654,$21.00 ,$0.00 ,39YFBD22TS71MZ1R966B3B276C,9.98,52%,Male,56-64,VA
9/22/18,14:04:10,Antiques,3,,544,$21.00 ,($3.15),HPP4V1PZA96YEV215WYG6J5WMM,9.98,52%,Female,56-64,SC
8/31/18,13:59:24,Antiques,3,Regular,1048,$21.00 ,$0.00 ,QDNAHFW7717X2GYHDN8RWWWQZC,9.98,52%,Female,56-64,GA
8/18/18,14:59:53,Antiques,1,Regular,1355,$21.00 ,($2.10),EBYPSC360N7R2TYPBZHAAPJ9M8,9.98,52%,Female,56-64,VA
7/19/18,16:19:02,Vintage Clothing,1,,227,$21.00 ,$0.00 ,T4N77QWC013AMXSMV1HKX5NZWW,9.98,52%,Female,56-64,SC
7/6/18,14:19:48,Vintage Clothing,1,Regular,1006,$21.00 ,$0.00 ,KDSG3S1JDX7S4WQDCGF4FKKMV4,9.98,52%,Male,56-64,NC
5/31/18,13:35:35,Vintage Clothing,1,Regular,989,$21.00 ,$0.00 ,BRYRA99X2S4ZTPTJFTYA0XTG98,9.98,52%,Male,56-64,NC
5/26/18,12:26:10,Antiques,1,Regular,1166,$21.00 ,$0.00 ,TG5BK1D5NS502M7FE2DBXNS4WC,9.98,52%,Male,64+,GA
5/19/18,15:31:03,Antiques,1,Regular,1065,$21.00 ,$0.00 ,XXV8STWTPD28RPVAPXDYSH8DDG,9.98,52%,Female,56-64,NC
4/7/18,13:30:33,Handmade - Artwork,1,Regular,1041,$21.00 ,$0.00 ,2TEM37VJ8S2G0KHY57ZY1GJPJC,9.98,52%,Female,64+,VA
1/24/18,15:35:19,Vintage Clothing,1,,571,$21.00 ,$0.00 ,F7NC8938XN6KMQ5DYPPW9TVW8W,9.98,52%,Female,56-64,NC
12/1/17,19:26:51,Antiques,1,,655,$21.00 ,($2.10),JSVW15DZES7Y0PSTX126WJMQA0,9.98,52%,Female,56-64,SC
10/12/17,18:52:32,Antiques,1,,80,$21.00 ,$0.00 ,G8SWKY5MB11NYJD4PF7MNCN28W,9.98,52%,Male,56-64,NC
10/10/18,17:17:28,Handmade - Candles,1,Regular,1332,$20.00 ,$0.00 ,67BMQXYTP56BGGE3Z86AFHDJ7C,9.98,50%,Female,56-64,TN
10/9/18,17:11:46,Handmade - Artwork,1,never stop playing,1394,$20.00 ,$0.00 ,N3MF3CMSMD1HTNDSRGEX5VVMAR,9.98,50%,Female,64+,VA
10/6/18,16:27:03,Vintage Clothing,1,,314,$20.00 ,($4.00),PXPQ15DRGN7NWGXX8R7DFQQ9X0,9.98,50%,Male,56-64,NC
10/2/18,16:34:47,Handmade - Artwork,1,Regular,31,$20.00 ,$0.00 ,N51QB95J5N4N8Y4WTTT9X3N010,9.98,50%,Female,64+,VA
10/2/18,14:52:16,Handmade - Home,1,Regular,1342,$20.00 ,$0.00 ,HR8E27RFJ50NCVPDRRZB2E3K9M,9.98,50%,Female,56-64,NC
9/29/18,15:45:45,Handmade - Artwork,1,Regular,31,$20.00 ,$0.00 ,XMSACP7R2D0RTN105F16X0HM8C,9.98,50%,Female,56-64,SC
9/22/18,17:06:56,Handmade - Artwork,1,Regular,31,$20.00 ,($5.55),4BDMMG3VZH26GZKK6T7EWTGZEC,9.98,50%,Female,56-64,SC
9/22/18,14:22:35,Handmade - Artwork,1,Regular,31,$20.00 ,($3.00),6RS8TKVVE10VMYD4AB7H58YP4W,9.98,50%,Female,64+,SC
9/8/18,15:07:19,Antiques,1,Regular,466,$20.00 ,($2.00),BSZE5FTH494R8ZQTBN4JM0DQY8,9.98,50%,Male,56-64,NC
8/25/18,18:34:35,Handmade - Home,1,Regular,1342,$20.00 ,$0.00 ,53W804Q9JN05TNTMS6A27M2SGR,9.98,50%,Female,56-64,SC
8/25/18,13:50:01,Vintage Clothing,1,,1533,$20.00 ,$0.00 ,PB8N9DB88N452H2W6VK0P31XC0,9.98,50%,Male,64+,SC
8/24/18,16:45:17,Antiques,1,Regular,463,$20.00 ,$0.00 ,B9MSR1JJEH3HYNYBDDDNVVQSBW,9.98,50%,Male,56-64,NC
8/23/18,12:52:43,Handmade - Artwork,1,fern,1294,$20.00 ,$0.00 ,6NK1N4B4914NPVFPD4RD13MEW8,9.98,50%,Male,64+,SC
8/9/18,12:50:44,Handmade - Artwork,1,never stop growing,1393,$20.00 ,$0.00 ,DJKZFM47M14M4ZTG3BDGFJT52W,9.98,50%,Female,56-64,SC
8/4/18,12:43:10,Handmade - Stationery,2,,858,$20.00 ,$0.00 ,W3KTREY1JD2J8TNK9KANB56SP8,9.98,50%,Female,64+,SC
8/3/18,20:52:39,Handmade - Textiles,1,cream/teal,1119,$20.00 ,($2.00),7S2QXG782S71MKQGCWZ19CZSF8,9.98,50%,Female,56-64,NC
8/3/18,19:23:30,Vintage Clothing,1,,1460,$20.00 ,($2.00),57P3Y92G0S380PJ6NBQS14ZHAR,9.98,50%,Female,56-64,NC
7/28/18,15:05:50,Handmade - Artwork,1,"""For Ben""",797,$20.00 ,$0.00 ,X9ZC3CQWA56JTHRYPWGX7NT55C,9.98,50%,Female,56-64,NC
7/28/18,15:05:50,Handmade - Artwork,1,"""Daddy never was the Cadillac kind""",1059,$20.00 ,$0.00 ,V5QRRJZF5N02JX7GWNWTT0NKYC,9.98,50%,Male,56-64,NC
7/21/18,19:00:08,Vintage Clothing,1,,1230,$20.00 ,$0.00 ,GJWYZCTCAS0W1ENM7PX395XT5C,9.98,50%,Male,56-64,NC
7/13/18,17:08:13,Furniture,1,Regular,1397,$20.00 ,$0.00 ,GB8929GY990NTQ5SXSQ01ZJNKC,9.98,50%,Male,64+,SC
7/13/18,13:48:05,Vintage Clothing,1,,1217,$20.00 ,$0.00 ,0B2VZ89559560GZT3W0RF4TGH0,9.98,50%,Male,56-64,NC
7/12/18,14:03:48,Handmade - Artwork,1,never stop exploring,1295,$20.00 ,$0.00 ,MQN3HPJB350G0JKHNN7HHY7JAM,9.98,50%,Female,64+,NC
7/6/18,19:41:31,Handmade - Artwork,1,Regular,31,$20.00 ,($3.00),N3X69FR1JS7XYNMP0G5JE2NPSW,9.98,50%,Male,56-64,NC
6/29/18,12:59:46,Handmade - Artwork,1,"""Daddy never was the Cadillac kind""",1059,$20.00 ,($3.00),7E4DS59JT540AX0N86G0CG56B0,9.98,50%,Female,64+,NC
6/27/18,17:22:17,Handmade - Artwork,1,Regular,764,$20.00 ,$0.00 ,4RM5JTGRJD2CRJ8WBR1P7B4V7G,9.98,50%,Male,56-64,GA
6/23/18,13:51:30,Handmade - Artwork,1,"""The Sun""",1060,$20.00 ,$0.00 ,YNC50CD41N3WYGZBB2Y38243XC,9.98,50%,Female,56-64,NC
6/23/18,13:02:55,Handmade - Artwork,1,Regular,31,$20.00 ,$0.00 ,18KRWFE6XN5QPXA6AQK7Q35FS0,9.98,50%,Male,64+,NC
6/19/18,13:17:32,Handmade - Artwork,1,"""For Ben""",797,$20.00 ,$0.00 ,B90AM3Y0C9536G3BXVRJW9ZC7M,9.98,50%,Male,56-64,NC
6/16/18,13:03:44,Handmade - Artwork,1,,860,$20.00 ,($3.00),5ZC7DWASZX6VTYMJ322SVJREW8,9.98,50%,Female,56-64,NC
6/15/18,17:11:14,Handmade - Textiles,1,blue/plum,1120,$20.00 ,$0.00 ,6X1CSY12NH6RX48HVM990HDZZMWK4CHJ6RV38CG,9.98,50%,Female,56-64,NC
